RECLOC,DEP_KEY,Path,Score
SEGM55,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],430500
SFDU26,ZZ20240505AMDHYD2223,"['INV-ZZ-5093981', 'INV-ZZ-3006800', 'INV-ZZ-2798091']",150000
SJVD11,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",816500
SKKV91,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1805500
SLPS17,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],651000
SNHH84,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],1984500
SQHB38,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],472500
SSLU58,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],577500
SXOU48,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1426000
TQRJ42,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",816500
UHRT24,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1012000
UXQI70,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2472500
VJAN49,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",954500
VLAB49,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1748000
VOBO56,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],1606500
WOLC44,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],1648500
WYUJ78,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],1228500
XPLQ52,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],1585500
XSMW19,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2576000
YANW44,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],157500
YEHF35,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],2236500
YFIU24,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],892500
YFUL45,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",586500
YOFN58,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1046500
ZOEZ83,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],3664500
ZPIZ54,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],430500
