RECLOC,DEP_KEY,Path,Score
LDIC42,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],861000
LSHJ62,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1092500
METW43,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2898000
OFDN16,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],966000
OIZU50,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1357000
OUMW51,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],1543500
OUVK58,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],2320500
OYGK74,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",632500
PNTN42,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],903000
QHBU69,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],2257500
QHSL75,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],892500
QJWS97,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1483500
QKVR16,ZZ20240505AMDHYD2223,"['INV-ZZ-7872647', 'INV-ZZ-5884789', 'INV-ZZ-8230417']",620000
QKWW18,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",816500
RSWK81,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],1648500
SEGM55,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",471500
SFDU26,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],157500
SJVD11,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",816500
SKKV91,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1805500
SLPS17,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],651000
SNHH84,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2173500
SQHB38,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",517500
SSLU58,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],577500
SXOU48,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],1302000
TQRJ42,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",816500
UHRT24,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1012000
UXQI70,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2472500
VJAN49,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",954500
VLAB49,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],1596000
VOBO56,ZZ20240505AMDHYD2223,"['INV-ZZ-3136377', 'INV-ZZ-1351331', 'INV-ZZ-2960204']",1530000
WOLC44,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],1648500
WYUJ78,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1345500
XPLQ52,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1736500
XSMW19,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],2352000
YANW44,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",172500
YEHF35,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2449500
YFIU24,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],892500
YFUL45,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",586500
YOFN58,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],955500
ZOEZ83,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",4013500
ZPIZ54,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",471500
