RECLOC,DEP_KEY,Path,Score
LDIC42,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],861000
LSHJ62,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],997500
METW43,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],2646000
OFDN16,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],966000
OIZU50,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1357000
OUMW51,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],1543500
OUVK58,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2541500
OYGK74,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],577500
PNTN42,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],903000
QHBU69,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2472500
QHSL75,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],892500
QJWS97,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],1354500
QKVR16,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",713000
QKWW18,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",816500
RSWK81,ZZ20240505AMDHYD2223,"['INV-ZZ-7872647', 'INV-ZZ-5884789', 'INV-ZZ-8230417']",1570000
SEGM55,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],430500
SFDU26,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],157500
SJVD11,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",816500
SKKV91,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1805500
SLPS17,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",713000
SNHH84,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2173500
SQHB38,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],472500
SSLU58,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",632500
SXOU48,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],1302000
TQRJ42,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",816500
UHRT24,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1012000
UXQI70,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2472500
VJAN49,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],871500
VLAB49,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1748000
VOBO56,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],1606500
WOLC44,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1805500
WYUJ78,ZZ20240505AMDHYD2223,"['INV-ZZ-6008936', 'INV-ZZ-8555111', 'INV-ZZ-5285845']",1170000
XPLQ52,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],1585500
XSMW19,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],2352000
YANW44,ZZ20240505AMDHYD2223,"['INV-ZZ-6008936', 'INV-ZZ-8555111', 'INV-ZZ-5285845']",150000
YEHF35,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2449500
YFIU24,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],892500
YFUL45,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",586500
YOFN58,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],955500
ZOEZ83,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",4013500
ZPIZ54,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],430500
