RECLOC,DEP_KEY,Path,Score
KVIB37,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],609000
LDIC42,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],861000
LSHJ62,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],997500
METW43,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2898000
OFDN16,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],966000
OIZU50,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1357000
OUMW51,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],1543500
OUVK58,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],2320500
OYGK74,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],577500
PNTN42,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],903000
QHBU69,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2472500
QHSL75,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",977500
QJWS97,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1483500
QKVR16,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],651000
QKWW18,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",816500
RSWK81,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],1648500
SEGM55,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],430500
SFDU26,ZZ20240505AMDHYD2223,"['INV-ZZ-6008936', 'INV-ZZ-8555111', 'INV-ZZ-5285845']",150000
SJVD11,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",816500
SKKV91,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1805500
SLPS17,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],651000
SNHH84,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2173500
SQHB38,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",517500
SSLU58,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],577500
SXOU48,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],1302000
TQRJ42,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",816500
UHRT24,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],924000
UXQI70,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],2257500
VJAN49,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],871500
VLAB49,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1748000
VOBO56,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],1606500
WOLC44,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],1648500
WYUJ78,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],1228500
XPLQ52,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1736500
XSMW19,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],2352000
YANW44,ZZ20240505AMDHYD2223,"['INV-ZZ-6008936', 'INV-ZZ-8555111', 'INV-ZZ-5285845']",150000
YEHF35,ZZ20240505AMDHYD2223,"['INV-ZZ-6008936', 'INV-ZZ-8555111', 'INV-ZZ-5285845']",2130000
YFIU24,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",977500
YFUL45,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",586500
YOFN58,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],955500
ZOEZ83,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",4013500
ZPIZ54,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",471500
