RECLOC,DEP_KEY,Path,Score
KVIB37,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],609000
LDIC42,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",943000
LSHJ62,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],997500
METW43,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],2646000
OFDN16,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1058000
OIZU50,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1357000
OUMW51,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],1543500
OUVK58,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],2320500
OYGK74,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",632500
PNTN42,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],903000
QHBU69,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],2257500
QHSL75,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],892500
QJWS97,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],1354500
QKVR16,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",713000
QKWW18,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",816500
RSWK81,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1805500
SEGM55,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",471500
SFDU26,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],157500
SJVD11,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],745500
SKKV91,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1805500
SLPS17,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],651000
SNHH84,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2173500
SQHB38,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",517500
SSLU58,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],577500
SXOU48,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],1302000
TQRJ42,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",816500
UHRT24,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1012000
UXQI70,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],2257500
VJAN49,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],871500
VLAB49,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],1596000
VOBO56,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],1606500
WOLC44,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1805500
WYUJ78,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1345500
XPLQ52,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1736500
XSMW19,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2576000
YANW44,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",172500
YEHF35,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2449500
YFIU24,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",977500
YFUL45,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",586500
YOFN58,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],955500
ZOEZ83,ZZ20240505AMDHYD2223,"['INV-ZZ-7872647', 'INV-ZZ-5884789', 'INV-ZZ-8230417']",3490000
ZPIZ54,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",471500
